ID,Job_Title,Rating,Company_Name,Location,Headquarters,Size,Founded,Type_of_ownership,Industry,Sector,Revenue,Lower_Salary,Upper_Salary,Avg_SalaryK,job_title_sim,seniority_by_title,Degree,Skills,Average Salary ,Age
1,Data Scientist,3.8,Tecolote Research,"Albuquerque, NM","Goleta, CA",501 - 1000,1973,Private,Aerospace & Defense,Aerospace & Defense,$50 to $100 million (USD),53,91,72,data scientist,Not Specified,Master's,Python,72,53
1,Data Scientist,3.8,Tecolote Research,"Albuquerque, NM","Goleta, CA",501 - 1000,1973,Private,Aerospace & Defense,Aerospace & Defense,$50 to $100 million (USD),53,91,72,data scientist,Not Specified,Master's,Excel,72,53
1,Data Scientist,3.8,Tecolote Research,"Albuquerque, NM","Goleta, CA",501 - 1000,1973,Private,Aerospace & Defense,Aerospace & Defense,$50 to $100 million (USD),53,91,72,data scientist,Not Specified,Master's,SAS,72,53
1,Data Scientist,3.8,Tecolote Research,"Albuquerque, NM","Goleta, CA",501 - 1000,1973,Private,Aerospace & Defense,Aerospace & Defense,$50 to $100 million (USD),53,91,72,data scientist,Not Specified,Master's,Tableau,72,53
1,Data Scientist,3.8,Tecolote Research,"Albuquerque, NM","Goleta, CA",501 - 1000,1973,Private,Aerospace & Defense,Aerospace & Defense,$50 to $100 million (USD),53,91,72,data scientist,Not Specified,Master's,Power BI,72,53
2,Healthcare Data Scientist,3.4,University of Maryland Medical System,"Linthicum, MD","Baltimore, MD",10000+,1984,Other Organization,Health Care Services & Hospitals,Health Care,$2 to $5 billion (USD),63,112,87.5,data scientist,Not Specified,Master's,Python,87.5,42
3,Data Scientist,4.8,KnowBe4,"Clearwater, FL","Clearwater, FL",501 - 1000,2010,Private,Security Services,Business Services,$100 to $500 million (USD),80,90,85,data scientist,Not Specified,Master's,Python,85,16
3,Data Scientist,4.8,KnowBe4,"Clearwater, FL","Clearwater, FL",501 - 1000,2010,Private,Security Services,Business Services,$100 to $500 million (USD),80,90,85,data scientist,Not Specified,Master's,Spark,85,16
3,Data Scientist,4.8,KnowBe4,"Clearwater, FL","Clearwater, FL",501 - 1000,2010,Private,Security Services,Business Services,$100 to $500 million (USD),80,90,85,data scientist,Not Specified,Master's,Excel,85,16
3,Data Scientist,4.8,KnowBe4,"Clearwater, FL","Clearwater, FL",501 - 1000,2010,Private,Security Services,Business Services,$100 to $500 million (USD),80,90,85,data scientist,Not Specified,Master's,SQL,85,16
3,Data Scientist,4.8,KnowBe4,"Clearwater, FL","Clearwater, FL",501 - 1000,2010,Private,Security Services,Business Services,$100 to $500 million (USD),80,90,85,data scientist,Not Specified,Master's,SAS,85,16
4,Data Scientist,3.8,PNNL,"Richland, WA","Richland, WA",1001 - 5000,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),56,97,76.5,data scientist,Not Specified,Not specified,Python,76.5,61
5,Data Scientist,2.9,Affinity Solutions,"New York, NY","New York, NY",51 - 200,1998,Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,86,143,114.5,data scientist,Not Specified,Not specified,Python,114.5,28
5,Data Scientist,2.9,Affinity Solutions,"New York, NY","New York, NY",51 - 200,1998,Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,86,143,114.5,data scientist,Not Specified,Not specified,Excel,114.5,28
5,Data Scientist,2.9,Affinity Solutions,"New York, NY","New York, NY",51 - 200,1998,Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,86,143,114.5,data scientist,Not Specified,Not specified,SQL,114.5,28
5,Data Scientist,2.9,Affinity Solutions,"New York, NY","New York, NY",51 - 200,1998,Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,86,143,114.5,data scientist,Not Specified,Not specified,SAS,114.5,28
6,Data Scientist,3.4,CyrusOne,"Dallas, TX","Dallas, TX",201 - 500,2000,Public,Real Estate,Real Estate,$1 to $2 billion (USD),71,119,95,data scientist,Not Specified,Not specified,Python,95,26
6,Data Scientist,3.4,CyrusOne,"Dallas, TX","Dallas, TX",201 - 500,2000,Public,Real Estate,Real Estate,$1 to $2 billion (USD),71,119,95,data scientist,Not Specified,Not specified,AWS,95,26
6,Data Scientist,3.4,CyrusOne,"Dallas, TX","Dallas, TX",201 - 500,2000,Public,Real Estate,Real Estate,$1 to $2 billion (USD),71,119,95,data scientist,Not Specified,Not specified,Excel,95,26
6,Data Scientist,3.4,CyrusOne,"Dallas, TX","Dallas, TX",201 - 500,2000,Public,Real Estate,Real Estate,$1 to $2 billion (USD),71,119,95,data scientist,Not Specified,Not specified,SQL,95,26
6,Data Scientist,3.4,CyrusOne,"Dallas, TX","Dallas, TX",201 - 500,2000,Public,Real Estate,Real Estate,$1 to $2 billion (USD),71,119,95,data scientist,Not Specified,Not specified,Power BI,95,26
6,Data Scientist,3.4,CyrusOne,"Dallas, TX","Dallas, TX",201 - 500,2000,Public,Real Estate,Real Estate,$1 to $2 billion (USD),71,119,95,data scientist,Not Specified,Not specified,MongoDB,95,26
7,Data Scientist,4.1,ClearOne Advantage,"Baltimore, MD","Baltimore, MD",501 - 1000,2008,Private,Banks & Credit Unions,Finance,Unknown / Non-Applicable,54,93,73.5,data scientist,Not Specified,Not specified,Excel,73.5,18
8,Data Scientist,3.8,Logic20/20,"San Jose, CA","Seattle, WA",201 - 500,2005,Private,Consulting,Business Services,$25 to $50 million (USD),86,142,114,data scientist,Not Specified,Master's,Python,114,21
8,Data Scientist,3.8,Logic20/20,"San Jose, CA","Seattle, WA",201 - 500,2005,Private,Consulting,Business Services,$25 to $50 million (USD),86,142,114,data scientist,Not Specified,Master's,Spark,114,21
8,Data Scientist,3.8,Logic20/20,"San Jose, CA","Seattle, WA",201 - 500,2005,Private,Consulting,Business Services,$25 to $50 million (USD),86,142,114,data scientist,Not Specified,Master's,AWS,114,21
8,Data Scientist,3.8,Logic20/20,"San Jose, CA","Seattle, WA",201 - 500,2005,Private,Consulting,Business Services,$25 to $50 million (USD),86,142,114,data scientist,Not Specified,Master's,Excel,114,21
8,Data Scientist,3.8,Logic20/20,"San Jose, CA","Seattle, WA",201 - 500,2005,Private,Consulting,Business Services,$25 to $50 million (USD),86,142,114,data scientist,Not Specified,Master's,SQL,114,21
8,Data Scientist,3.8,Logic20/20,"San Jose, CA","Seattle, WA",201 - 500,2005,Private,Consulting,Business Services,$25 to $50 million (USD),86,142,114,data scientist,Not Specified,Master's,PyTorch,114,21
8,Data Scientist,3.8,Logic20/20,"San Jose, CA","Seattle, WA",201 - 500,2005,Private,Consulting,Business Services,$25 to $50 million (USD),86,142,114,data scientist,Not Specified,Master's,TensorFlow,114,21
10,Data Scientist,4.6,<intent>,"New York, NY","New York, NY",51 - 200,2009,Private,Internet,Information Technology,$100 to $500 million (USD),120,160,140,data scientist,Not Specified,Not specified,Python,140,17
10,Data Scientist,4.6,<intent>,"New York, NY","New York, NY",51 - 200,2009,Private,Internet,Information Technology,$100 to $500 million (USD),120,160,140,data scientist,Not Specified,Not specified,Spark,140,17
11,Data Scientist,3.5,Wish,"San Jose, CA","San Francisco, CA",501 - 1000,2011,Private,Other Retail Stores,Retail,$1 to $2 billion (USD),126,201,163.5,data scientist,Not Specified,Not specified,Python,163.5,15
12,Data Scientist,4.1,ManTech,"Chantilly, VA","Herndon, VA",5001 - 10000,1968,Public,Research & Development,Business Services,$1 to $2 billion (USD),64,106,85,data scientist,Not Specified,Not specified,SQL,85,58
12,Data Scientist,4.1,ManTech,"Chantilly, VA","Herndon, VA",5001 - 10000,1968,Public,Research & Development,Business Services,$1 to $2 billion (USD),64,106,85,data scientist,Not Specified,Not specified,Hadoop,85,58
13,Staff Data Scientist - Technology,3.2,Walmart,"Plano, TX","Bentonville, AR",10000+,1962,Public,"Department, Clothing, & Shoe Stores",Retail,$10+ billion (USD),106,172,139,data scientist,Not Specified,Master's,SQL,139,64
13,Staff Data Scientist - Technology,3.2,Walmart,"Plano, TX","Bentonville, AR",10000+,1962,Public,"Department, Clothing, & Shoe Stores",Retail,$10+ billion (USD),106,172,139,data scientist,Not Specified,Master's,Hadoop,139,64
14,Data Analyst,4.1,Yesler,"Seattle, WA","Seattle, WA",201 - 500,2012,Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,46,85,65.5,analyst,Not Specified,Not specified,Python,65.5,14
14,Data Analyst,4.1,Yesler,"Seattle, WA","Seattle, WA",201 - 500,2012,Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,46,85,65.5,analyst,Not Specified,Not specified,Spark,65.5,14
14,Data Analyst,4.1,Yesler,"Seattle, WA","Seattle, WA",201 - 500,2012,Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,46,85,65.5,analyst,Not Specified,Not specified,AWS,65.5,14
14,Data Analyst,4.1,Yesler,"Seattle, WA","Seattle, WA",201 - 500,2012,Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,46,85,65.5,analyst,Not Specified,Not specified,Excel,65.5,14
14,Data Analyst,4.1,Yesler,"Seattle, WA","Seattle, WA",201 - 500,2012,Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,46,85,65.5,analyst,Not Specified,Not specified,SQL,65.5,14
14,Data Analyst,4.1,Yesler,"Seattle, WA","Seattle, WA",201 - 500,2012,Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,46,85,65.5,analyst,Not Specified,Not specified,Tableau,65.5,14
14,Data Analyst,4.1,Yesler,"Seattle, WA","Seattle, WA",201 - 500,2012,Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,46,85,65.5,analyst,Not Specified,Not specified,Power BI,65.5,14
15,Data Scientist,3.7,Takeda Pharmaceuticals,"Cambridge, MA","OSAKA, Japan",10000+,1781,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),83,144,113.5,data scientist,Not Specified,Master's,Python,113.5,245
15,Data Scientist,3.7,Takeda Pharmaceuticals,"Cambridge, MA","OSAKA, Japan",10000+,1781,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),83,144,113.5,data scientist,Not Specified,Master's,Spark,113.5,245
15,Data Scientist,3.7,Takeda Pharmaceuticals,"Cambridge, MA","OSAKA, Japan",10000+,1781,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),83,144,113.5,data scientist,Not Specified,Master's,SQL,113.5,245
15,Data Scientist,3.7,Takeda Pharmaceuticals,"Cambridge, MA","OSAKA, Japan",10000+,1781,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),83,144,113.5,data scientist,Not Specified,Master's,TensorFlow,113.5,245
16,Data Engineer I,3.6,Audible,"Newark, NJ","Newark, NJ",1001 - 5000,1995,Subsidiary or Business Segment,Motion Picture Production & Distribution,Media,Unknown / Non-Applicable,102,190,146,data engineer,Not Specified,Not specified,Excel,146,31
17,"Scientist I/II, Biology",3.9,Blueprint Medicines,"Cambridge, MA","Cambridge, MA",51 - 200,2011,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million (USD),67,137,102,other scientist,Not Specified,PhD,Excel,102,15
18,Customer Data Scientist,4.3,h2o.ai,"Mountain View, CA","Mountain View, CA",201 - 500,2011,Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,118,189,153.5,data scientist,Not Specified,Master's,Python,153.5,15
18,Customer Data Scientist,4.3,h2o.ai,"Mountain View, CA","Mountain View, CA",201 - 500,2011,Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,118,189,153.5,data scientist,Not Specified,Master's,Spark,153.5,15
18,Customer Data Scientist,4.3,h2o.ai,"Mountain View, CA","Mountain View, CA",201 - 500,2011,Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,118,189,153.5,data scientist,Not Specified,Master's,AWS,153.5,15
18,Customer Data Scientist,4.3,h2o.ai,"Mountain View, CA","Mountain View, CA",201 - 500,2011,Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,118,189,153.5,data scientist,Not Specified,Master's,Excel,153.5,15
18,Customer Data Scientist,4.3,h2o.ai,"Mountain View, CA","Mountain View, CA",201 - 500,2011,Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,118,189,153.5,data scientist,Not Specified,Master's,Hadoop,153.5,15
19,Data Scientist - Health Data Analytics,4.2,Nuna,"San Francisco, CA","San Francisco, CA",51 - 200,2010,Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,110,175,142.5,data scientist,Not Specified,Not specified,SQL,142.5,16
20,Data Scientist,4,Pinnacol Assurance,"Denver, CO","Denver, CO",501 - 1000,1915,Nonprofit Organization,Insurance Carriers,Insurance,$500 million to $1 billion (USD),64,111,87.5,data scientist,Not Specified,Master's,Python,87.5,111
20,Data Scientist,4,Pinnacol Assurance,"Denver, CO","Denver, CO",501 - 1000,1915,Nonprofit Organization,Insurance Carriers,Insurance,$500 million to $1 billion (USD),64,111,87.5,data scientist,Not Specified,Master's,Excel,87.5,111
20,Data Scientist,4,Pinnacol Assurance,"Denver, CO","Denver, CO",501 - 1000,1915,Nonprofit Organization,Insurance Carriers,Insurance,$500 million to $1 billion (USD),64,111,87.5,data scientist,Not Specified,Master's,SQL,87.5,111
20,Data Scientist,4,Pinnacol Assurance,"Denver, CO","Denver, CO",501 - 1000,1915,Nonprofit Organization,Insurance Carriers,Insurance,$500 million to $1 billion (USD),64,111,87.5,data scientist,Not Specified,Master's,Keras,87.5,111
20,Data Scientist,4,Pinnacol Assurance,"Denver, CO","Denver, CO",501 - 1000,1915,Nonprofit Organization,Insurance Carriers,Insurance,$500 million to $1 billion (USD),64,111,87.5,data scientist,Not Specified,Master's,PyTorch,87.5,111
20,Data Scientist,4,Pinnacol Assurance,"Denver, CO","Denver, CO",501 - 1000,1915,Nonprofit Organization,Insurance Carriers,Insurance,$500 million to $1 billion (USD),64,111,87.5,data scientist,Not Specified,Master's,Scikit,87.5,111
20,Data Scientist,4,Pinnacol Assurance,"Denver, CO","Denver, CO",501 - 1000,1915,Nonprofit Organization,Insurance Carriers,Insurance,$500 million to $1 billion (USD),64,111,87.5,data scientist,Not Specified,Master's,TensorFlow,87.5,111
21,Data Scientist,3.2,Porch,"Seattle, WA","Seattle, WA",201 - 500,2012,Private,Internet,Information Technology,Unknown / Non-Applicable,81,130,105.5,data scientist,Not Specified,Master's,Python,105.5,14
21,Data Scientist,3.2,Porch,"Seattle, WA","Seattle, WA",201 - 500,2012,Private,Internet,Information Technology,Unknown / Non-Applicable,81,130,105.5,data scientist,Not Specified,Master's,Spark,105.5,14
21,Data Scientist,3.2,Porch,"Seattle, WA","Seattle, WA",201 - 500,2012,Private,Internet,Information Technology,Unknown / Non-Applicable,81,130,105.5,data scientist,Not Specified,Master's,SQL,105.5,14
22,Senior Data Scientist / Machine Learning,3.9,Health IQ,"Dallas, TX","Mountain View, CA",201 - 500,2013,Private,Insurance Agencies & Brokerages,Insurance,Unknown / Non-Applicable,73,119,96,data scientist,sr,PhD,Excel,96,13
23,Data Scientist - Quantitative,3.8,Truckstop.com,"Chicago, IL","New Plymouth, ID",501 - 1000,1995,Private,Logistics & Supply Chain,Transportation & Logistics,Unknown / Non-Applicable,86,139,112.5,data scientist,Not Specified,Master's,Python,112.5,31
23,Data Scientist - Quantitative,3.8,Truckstop.com,"Chicago, IL","New Plymouth, ID",501 - 1000,1995,Private,Logistics & Supply Chain,Transportation & Logistics,Unknown / Non-Applicable,86,139,112.5,data scientist,Not Specified,Master's,AWS,112.5,31
23,Data Scientist - Quantitative,3.8,Truckstop.com,"Chicago, IL","New Plymouth, ID",501 - 1000,1995,Private,Logistics & Supply Chain,Transportation & Logistics,Unknown / Non-Applicable,86,139,112.5,data scientist,Not Specified,Master's,Excel,112.5,31
23,Data Scientist - Quantitative,3.8,Truckstop.com,"Chicago, IL","New Plymouth, ID",501 - 1000,1995,Private,Logistics & Supply Chain,Transportation & Logistics,Unknown / Non-Applicable,86,139,112.5,data scientist,Not Specified,Master's,SQL,112.5,31
23,Data Scientist - Quantitative,3.8,Truckstop.com,"Chicago, IL","New Plymouth, ID",501 - 1000,1995,Private,Logistics & Supply Chain,Transportation & Logistics,Unknown / Non-Applicable,86,139,112.5,data scientist,Not Specified,Master's,MongoDB,112.5,31
24,Data Scientist,4.3,SMC 3,"Louisville, KY","Peachtree City, GA",51 - 200,1935,Nonprofit Organization,Logistics & Supply Chain,Transportation & Logistics,$10 to $25 million (USD),63,105,84,data scientist,Not Specified,Master's,Python,84,91
24,Data Scientist,4.3,SMC 3,"Louisville, KY","Peachtree City, GA",51 - 200,1935,Nonprofit Organization,Logistics & Supply Chain,Transportation & Logistics,$10 to $25 million (USD),63,105,84,data scientist,Not Specified,Master's,Excel,84,91
24,Data Scientist,4.3,SMC 3,"Louisville, KY","Peachtree City, GA",51 - 200,1935,Nonprofit Organization,Logistics & Supply Chain,Transportation & Logistics,$10 to $25 million (USD),63,105,84,data scientist,Not Specified,Master's,SQL,84,91
24,Data Scientist,4.3,SMC 3,"Louisville, KY","Peachtree City, GA",51 - 200,1935,Nonprofit Organization,Logistics & Supply Chain,Transportation & Logistics,$10 to $25 million (USD),63,105,84,data scientist,Not Specified,Master's,Tableau,84,91
26,Data Scientist,4,Novetta,"Herndon, VA","Mc Lean, VA",501 - 1000,2012,Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),109,177,143,data scientist,Not Specified,Not specified,Python,143,14
26,Data Scientist,4,Novetta,"Herndon, VA","Mc Lean, VA",501 - 1000,2012,Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),109,177,143,data scientist,Not Specified,Not specified,AWS,143,14
26,Data Scientist,4,Novetta,"Herndon, VA","Mc Lean, VA",501 - 1000,2012,Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),109,177,143,data scientist,Not Specified,Not specified,Keras,143,14
26,Data Scientist,4,Novetta,"Herndon, VA","Mc Lean, VA",501 - 1000,2012,Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),109,177,143,data scientist,Not Specified,Not specified,TensorFlow,143,14
27,Digital Health Data Scientist,4,Pfizer,"Cambridge, MA","New York, NY",10000+,1849,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),63,110,86.5,data scientist,Not Specified,Not specified,Python,86.5,177
27,Digital Health Data Scientist,4,Pfizer,"Cambridge, MA","New York, NY",10000+,1849,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),63,110,86.5,data scientist,Not Specified,Not specified,AWS,86.5,177
27,Digital Health Data Scientist,4,Pfizer,"Cambridge, MA","New York, NY",10000+,1849,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),63,110,86.5,data scientist,Not Specified,Not specified,Excel,86.5,177
28,Data Scientist,3.5,First Tech Federal Credit Union,"Hillsboro, OR","San Jose, CA",1001 - 5000,1952,Private,Banks & Credit Unions,Finance,$100 to $500 million (USD),75,124,99.5,data scientist,Not Specified,Not specified,Python,99.5,74
28,Data Scientist,3.5,First Tech Federal Credit Union,"Hillsboro, OR","San Jose, CA",1001 - 5000,1952,Private,Banks & Credit Unions,Finance,$100 to $500 million (USD),75,124,99.5,data scientist,Not Specified,Not specified,Spark,99.5,74
28,Data Scientist,3.5,First Tech Federal Credit Union,"Hillsboro, OR","San Jose, CA",1001 - 5000,1952,Private,Banks & Credit Unions,Finance,$100 to $500 million (USD),75,124,99.5,data scientist,Not Specified,Not specified,AWS,99.5,74
28,Data Scientist,3.5,First Tech Federal Credit Union,"Hillsboro, OR","San Jose, CA",1001 - 5000,1952,Private,Banks & Credit Unions,Finance,$100 to $500 million (USD),75,124,99.5,data scientist,Not Specified,Not specified,Excel,99.5,74
28,Data Scientist,3.5,First Tech Federal Credit Union,"Hillsboro, OR","San Jose, CA",1001 - 5000,1952,Private,Banks & Credit Unions,Finance,$100 to $500 million (USD),75,124,99.5,data scientist,Not Specified,Not specified,SQL,99.5,74
28,Data Scientist,3.5,First Tech Federal Credit Union,"Hillsboro, OR","San Jose, CA",1001 - 5000,1952,Private,Banks & Credit Unions,Finance,$100 to $500 million (USD),75,124,99.5,data scientist,Not Specified,Not specified,Keras,99.5,74
28,Data Scientist,3.5,First Tech Federal Credit Union,"Hillsboro, OR","San Jose, CA",1001 - 5000,1952,Private,Banks & Credit Unions,Finance,$100 to $500 million (USD),75,124,99.5,data scientist,Not Specified,Not specified,Scikit,99.5,74
28,Data Scientist,3.5,First Tech Federal Credit Union,"Hillsboro, OR","San Jose, CA",1001 - 5000,1952,Private,Banks & Credit Unions,Finance,$100 to $500 million (USD),75,124,99.5,data scientist,Not Specified,Not specified,TensorFlow,99.5,74
28,Data Scientist,3.5,First Tech Federal Credit Union,"Hillsboro, OR","San Jose, CA",1001 - 5000,1952,Private,Banks & Credit Unions,Finance,$100 to $500 million (USD),75,124,99.5,data scientist,Not Specified,Not specified,Tableau,99.5,74
29,Associate Data Analyst,3.7,The Hanover Insurance Group,"Worcester, MA","Worcester, MA",5001 - 10000,1852,Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),34,61,47.5,analyst,Not Specified,Not specified,Excel,47.5,174
30,Clinical Data Scientist,4,Pfizer,"Groton, CT","New York, NY",10000+,1849,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),63,105,84,data scientist,Not Specified,Master's,AWS,84,177
30,Clinical Data Scientist,4,Pfizer,"Groton, CT","New York, NY",10000+,1849,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),63,105,84,data scientist,Not Specified,Master's,Excel,84,177
31,Data Scientist,4.8,KnowBe4,"Clearwater, FL","Clearwater, FL",501 - 1000,2010,Private,Security Services,Business Services,$100 to $500 million (USD),80,90,85,data scientist,Not Specified,Master's,Python,85,16
31,Data Scientist,4.8,KnowBe4,"Clearwater, FL","Clearwater, FL",501 - 1000,2010,Private,Security Services,Business Services,$100 to $500 million (USD),80,90,85,data scientist,Not Specified,Master's,Spark,85,16
31,Data Scientist,4.8,KnowBe4,"Clearwater, FL","Clearwater, FL",501 - 1000,2010,Private,Security Services,Business Services,$100 to $500 million (USD),80,90,85,data scientist,Not Specified,Master's,Excel,85,16
31,Data Scientist,4.8,KnowBe4,"Clearwater, FL","Clearwater, FL",501 - 1000,2010,Private,Security Services,Business Services,$100 to $500 million (USD),80,90,85,data scientist,Not Specified,Master's,SQL,85,16
31,Data Scientist,4.8,KnowBe4,"Clearwater, FL","Clearwater, FL",501 - 1000,2010,Private,Security Services,Business Services,$100 to $500 million (USD),80,90,85,data scientist,Not Specified,Master's,SAS,85,16
32,Data Scientist,3.8,PNNL,"Richland, WA","Richland, WA",1001 - 5000,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),56,97,76.5,data scientist,Not Specified,Not specified,Python,76.5,61
33,Data Scientist,3.6,Amrock,"Detroit, MI","Detroit, MI",1001 - 5000,1997,Private,Real Estate,Real Estate,$500 million to $1 billion (USD),72,120,96,data scientist,Not Specified,Master's,Python,96,29
33,Data Scientist,3.6,Amrock,"Detroit, MI","Detroit, MI",1001 - 5000,1997,Private,Real Estate,Real Estate,$500 million to $1 billion (USD),72,120,96,data scientist,Not Specified,Master's,SQL,96,29
33,Data Scientist,3.6,Amrock,"Detroit, MI","Detroit, MI",1001 - 5000,1997,Private,Real Estate,Real Estate,$500 million to $1 billion (USD),72,120,96,data scientist,Not Specified,Master's,SAS,96,29
34,Data Scientist / Machine Learning Expert,3.8,Novartis,"Cambridge, MA","Basel, Switzerland",10000+,1996,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),86,143,114.5,data scientist,Not Specified,Not specified,Python,114.5,30
34,Data Scientist / Machine Learning Expert,3.8,Novartis,"Cambridge, MA","Basel, Switzerland",10000+,1996,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),86,143,114.5,data scientist,Not Specified,Not specified,PyTorch,114.5,30
34,Data Scientist / Machine Learning Expert,3.8,Novartis,"Cambridge, MA","Basel, Switzerland",10000+,1996,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),86,143,114.5,data scientist,Not Specified,Not specified,Scikit,114.5,30
35,Data Scientist,3.8,Juniper Networks,"Sunnyvale, CA","Sunnyvale, CA",5001 - 10000,1996,Public,Telecommunications Services,Telecommunications,$2 to $5 billion (USD),93,149,121,data scientist,Not Specified,Master's,Python,121,30
35,Data Scientist,3.8,Juniper Networks,"Sunnyvale, CA","Sunnyvale, CA",5001 - 10000,1996,Public,Telecommunications Services,Telecommunications,$2 to $5 billion (USD),93,149,121,data scientist,Not Specified,Master's,Spark,121,30
35,Data Scientist,3.8,Juniper Networks,"Sunnyvale, CA","Sunnyvale, CA",5001 - 10000,1996,Public,Telecommunications Services,Telecommunications,$2 to $5 billion (USD),93,149,121,data scientist,Not Specified,Master's,Excel,121,30
35,Data Scientist,3.8,Juniper Networks,"Sunnyvale, CA","Sunnyvale, CA",5001 - 10000,1996,Public,Telecommunications Services,Telecommunications,$2 to $5 billion (USD),93,149,121,data scientist,Not Specified,Master's,SQL,121,30
35,Data Scientist,3.8,Juniper Networks,"Sunnyvale, CA","Sunnyvale, CA",5001 - 10000,1996,Public,Telecommunications Services,Telecommunications,$2 to $5 billion (USD),93,149,121,data scientist,Not Specified,Master's,Keras,121,30
35,Data Scientist,3.8,Juniper Networks,"Sunnyvale, CA","Sunnyvale, CA",5001 - 10000,1996,Public,Telecommunications Services,Telecommunications,$2 to $5 billion (USD),93,149,121,data scientist,Not Specified,Master's,Scikit,121,30
35,Data Scientist,3.8,Juniper Networks,"Sunnyvale, CA","Sunnyvale, CA",5001 - 10000,1996,Public,Telecommunications Services,Telecommunications,$2 to $5 billion (USD),93,149,121,data scientist,Not Specified,Master's,TensorFlow,121,30
35,Data Scientist,3.8,Juniper Networks,"Sunnyvale, CA","Sunnyvale, CA",5001 - 10000,1996,Public,Telecommunications Services,Telecommunications,$2 to $5 billion (USD),93,149,121,data scientist,Not Specified,Master's,MongoDB,121,30
36,Data Scientist,4.7,New England Biolabs,"Ipswich, MA","Ipswich, MA",201 - 500,1974,Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,85,140,112.5,data scientist,Not Specified,Not specified,Python,112.5,52
36,Data Scientist,4.7,New England Biolabs,"Ipswich, MA","Ipswich, MA",201 - 500,1974,Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,85,140,112.5,data scientist,Not Specified,Not specified,Excel,112.5,52
37,Web Data Analyst,4.2,Clarity Insights,"San Jose, CA","Chicago, IL",201 - 500,2008,Private,IT Services,Information Technology,Unknown / Non-Applicable,77,135,106,analyst,Not Specified,Not specified,Python,106,18
37,Web Data Analyst,4.2,Clarity Insights,"San Jose, CA","Chicago, IL",201 - 500,2008,Private,IT Services,Information Technology,Unknown / Non-Applicable,77,135,106,analyst,Not Specified,Not specified,Excel,106,18
37,Web Data Analyst,4.2,Clarity Insights,"San Jose, CA","Chicago, IL",201 - 500,2008,Private,IT Services,Information Technology,Unknown / Non-Applicable,77,135,106,analyst,Not Specified,Not specified,SQL,106,18
37,Web Data Analyst,4.2,Clarity Insights,"San Jose, CA","Chicago, IL",201 - 500,2008,Private,IT Services,Information Technology,Unknown / Non-Applicable,77,135,106,analyst,Not Specified,Not specified,Tableau,106,18
37,Web Data Analyst,4.2,Clarity Insights,"San Jose, CA","Chicago, IL",201 - 500,2008,Private,IT Services,Information Technology,Unknown / Non-Applicable,77,135,106,analyst,Not Specified,Not specified,Power BI,106,18
