ID,Job_Title,Rating,Company_Name,Location,Headquarters,Size,Founded,Type_of_ownership,Industry,Sector,Revenue,Lower_Salary,Upper_Salary,Avg_SalaryK,job_title_sim,seniority_by_title,Degree,Skills,Average Salary ,Age
547,Data Scientist,3.6,Citi,"Jersey City, NJ","New York, NY",10000+,1812,Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),94,139,116.5,data scientist,Not Specified,Not specified,SQL,116.5,214
549,Principal Machine Learning Scientist,4.7,Sage Intacct,"San Francisco, CA","San Jose, CA",501 - 1000,1999,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,176,289,232.5,machine learning engineer,sr,PhD,Python,232.5,27
549,Principal Machine Learning Scientist,4.7,Sage Intacct,"San Francisco, CA","San Jose, CA",501 - 1000,1999,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,176,289,232.5,machine learning engineer,sr,PhD,SQL,232.5,27
549,Principal Machine Learning Scientist,4.7,Sage Intacct,"San Francisco, CA","San Jose, CA",501 - 1000,1999,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,176,289,232.5,machine learning engineer,sr,PhD,Scikit,232.5,27
550,Data Scientist,3.5,Scale AI,"San Francisco, CA","San Francisco, CA",51 - 200,2016,Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,92,149,120.5,data scientist,Not Specified,PhD,Python,120.5,10
550,Data Scientist,3.5,Scale AI,"San Francisco, CA","San Francisco, CA",51 - 200,2016,Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,92,149,120.5,data scientist,Not Specified,PhD,SQL,120.5,10
551,Product Engineer – Data Science,3.5,Esri,"Arlington, VA","Redlands, CA",1001 - 5000,1969,Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),63,101,82,data scientist,Not Specified,Master's,Python,82,57
551,Product Engineer – Data Science,3.5,Esri,"Arlington, VA","Redlands, CA",1001 - 5000,1969,Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),63,101,82,data scientist,Not Specified,Master's,SQL,82,57
555,Data Scientist,2.7,Change Healthcare,"Emeryville, CA","Nashville, TN",10000+,2007,Public,IT Services,Information Technology,Unknown / Non-Applicable,118,188,153,data scientist,Not Specified,PhD,Python,153,19
555,Data Scientist,2.7,Change Healthcare,"Emeryville, CA","Nashville, TN",10000+,2007,Public,IT Services,Information Technology,Unknown / Non-Applicable,118,188,153,data scientist,Not Specified,PhD,Spark,153,19
555,Data Scientist,2.7,Change Healthcare,"Emeryville, CA","Nashville, TN",10000+,2007,Public,IT Services,Information Technology,Unknown / Non-Applicable,118,188,153,data scientist,Not Specified,PhD,AWS,153,19
555,Data Scientist,2.7,Change Healthcare,"Emeryville, CA","Nashville, TN",10000+,2007,Public,IT Services,Information Technology,Unknown / Non-Applicable,118,188,153,data scientist,Not Specified,PhD,SQL,153,19
555,Data Scientist,2.7,Change Healthcare,"Emeryville, CA","Nashville, TN",10000+,2007,Public,IT Services,Information Technology,Unknown / Non-Applicable,118,188,153,data scientist,Not Specified,PhD,Keras,153,19
555,Data Scientist,2.7,Change Healthcare,"Emeryville, CA","Nashville, TN",10000+,2007,Public,IT Services,Information Technology,Unknown / Non-Applicable,118,188,153,data scientist,Not Specified,PhD,PyTorch,153,19
555,Data Scientist,2.7,Change Healthcare,"Emeryville, CA","Nashville, TN",10000+,2007,Public,IT Services,Information Technology,Unknown / Non-Applicable,118,188,153,data scientist,Not Specified,PhD,TensorFlow,153,19
556,Data Scientist,3.4,MZ,"Palo Alto, CA","Palo Alto, CA",501 - 1000,2008,Private,Internet,Information Technology,Unknown / Non-Applicable,108,146,127,data scientist,Not Specified,Master's,Python,127,18
556,Data Scientist,3.4,MZ,"Palo Alto, CA","Palo Alto, CA",501 - 1000,2008,Private,Internet,Information Technology,Unknown / Non-Applicable,108,146,127,data scientist,Not Specified,Master's,Spark,127,18
556,Data Scientist,3.4,MZ,"Palo Alto, CA","Palo Alto, CA",501 - 1000,2008,Private,Internet,Information Technology,Unknown / Non-Applicable,108,146,127,data scientist,Not Specified,Master's,SQL,127,18
556,Data Scientist,3.4,MZ,"Palo Alto, CA","Palo Alto, CA",501 - 1000,2008,Private,Internet,Information Technology,Unknown / Non-Applicable,108,146,127,data scientist,Not Specified,Master's,Hadoop,127,18
557,Data Scientist,4.7,HG Insights,"Santa Barbara, CA","Santa Barbara, CA",51 - 200,2010,Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,65,106,85.5,data scientist,Not Specified,PhD,Python,85.5,16
557,Data Scientist,4.7,HG Insights,"Santa Barbara, CA","Santa Barbara, CA",51 - 200,2010,Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,65,106,85.5,data scientist,Not Specified,PhD,Spark,85.5,16
557,Data Scientist,4.7,HG Insights,"Santa Barbara, CA","Santa Barbara, CA",51 - 200,2010,Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,65,106,85.5,data scientist,Not Specified,PhD,Excel,85.5,16
557,Data Scientist,4.7,HG Insights,"Santa Barbara, CA","Santa Barbara, CA",51 - 200,2010,Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,65,106,85.5,data scientist,Not Specified,PhD,SQL,85.5,16
557,Data Scientist,4.7,HG Insights,"Santa Barbara, CA","Santa Barbara, CA",51 - 200,2010,Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,65,106,85.5,data scientist,Not Specified,PhD,Scikit,85.5,16
557,Data Scientist,4.7,HG Insights,"Santa Barbara, CA","Santa Barbara, CA",51 - 200,2010,Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,65,106,85.5,data scientist,Not Specified,PhD,TensorFlow,85.5,16
557,Data Scientist,4.7,HG Insights,"Santa Barbara, CA","Santa Barbara, CA",51 - 200,2010,Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,65,106,85.5,data scientist,Not Specified,PhD,Hadoop,85.5,16
558,Data Scientist,2.8,"1-800-FLOWERS.COM, Inc.","Carle Place, NY","Carle Place, NY",1001 - 5000,1976,Public,Wholesale,Business Services,$1 to $2 billion (USD),55,98,76.5,data scientist,Not Specified,Not specified,Python,76.5,50
558,Data Scientist,2.8,"1-800-FLOWERS.COM, Inc.","Carle Place, NY","Carle Place, NY",1001 - 5000,1976,Public,Wholesale,Business Services,$1 to $2 billion (USD),55,98,76.5,data scientist,Not Specified,Not specified,Excel,76.5,50
558,Data Scientist,2.8,"1-800-FLOWERS.COM, Inc.","Carle Place, NY","Carle Place, NY",1001 - 5000,1976,Public,Wholesale,Business Services,$1 to $2 billion (USD),55,98,76.5,data scientist,Not Specified,Not specified,SQL,76.5,50
558,Data Scientist,2.8,"1-800-FLOWERS.COM, Inc.","Carle Place, NY","Carle Place, NY",1001 - 5000,1976,Public,Wholesale,Business Services,$1 to $2 billion (USD),55,98,76.5,data scientist,Not Specified,Not specified,SAS,76.5,50
558,Data Scientist,2.8,"1-800-FLOWERS.COM, Inc.","Carle Place, NY","Carle Place, NY",1001 - 5000,1976,Public,Wholesale,Business Services,$1 to $2 billion (USD),55,98,76.5,data scientist,Not Specified,Not specified,Tableau,76.5,50
559,Data Scientist,3.5,CBS Interactive,"New York, NY","San Francisco, CA",1001 - 5000,1992,Subsidiary or Business Segment,TV Broadcast & Cable Networks,Media,$500 million to $1 billion (USD),94,162,128,data scientist,Not Specified,Not specified,Python,128,34
559,Data Scientist,3.5,CBS Interactive,"New York, NY","San Francisco, CA",1001 - 5000,1992,Subsidiary or Business Segment,TV Broadcast & Cable Networks,Media,$500 million to $1 billion (USD),94,162,128,data scientist,Not Specified,Not specified,Spark,128,34
559,Data Scientist,3.5,CBS Interactive,"New York, NY","San Francisco, CA",1001 - 5000,1992,Subsidiary or Business Segment,TV Broadcast & Cable Networks,Media,$500 million to $1 billion (USD),94,162,128,data scientist,Not Specified,Not specified,SQL,128,34
559,Data Scientist,3.5,CBS Interactive,"New York, NY","San Francisco, CA",1001 - 5000,1992,Subsidiary or Business Segment,TV Broadcast & Cable Networks,Media,$500 million to $1 billion (USD),94,162,128,data scientist,Not Specified,Not specified,Keras,128,34
559,Data Scientist,3.5,CBS Interactive,"New York, NY","San Francisco, CA",1001 - 5000,1992,Subsidiary or Business Segment,TV Broadcast & Cable Networks,Media,$500 million to $1 billion (USD),94,162,128,data scientist,Not Specified,Not specified,Scikit,128,34
559,Data Scientist,3.5,CBS Interactive,"New York, NY","San Francisco, CA",1001 - 5000,1992,Subsidiary or Business Segment,TV Broadcast & Cable Networks,Media,$500 million to $1 billion (USD),94,162,128,data scientist,Not Specified,Not specified,TensorFlow,128,34
559,Data Scientist,3.5,CBS Interactive,"New York, NY","San Francisco, CA",1001 - 5000,1992,Subsidiary or Business Segment,TV Broadcast & Cable Networks,Media,$500 million to $1 billion (USD),94,162,128,data scientist,Not Specified,Not specified,Hadoop,128,34
559,Data Scientist,3.5,CBS Interactive,"New York, NY","San Francisco, CA",1001 - 5000,1992,Subsidiary or Business Segment,TV Broadcast & Cable Networks,Media,$500 million to $1 billion (USD),94,162,128,data scientist,Not Specified,Not specified,Tableau,128,34
559,Data Scientist,3.5,CBS Interactive,"New York, NY","San Francisco, CA",1001 - 5000,1992,Subsidiary or Business Segment,TV Broadcast & Cable Networks,Media,$500 million to $1 billion (USD),94,162,128,data scientist,Not Specified,Not specified,MongoDB,128,34
559,Data Scientist,3.5,CBS Interactive,"New York, NY","San Francisco, CA",1001 - 5000,1992,Subsidiary or Business Segment,TV Broadcast & Cable Networks,Media,$500 million to $1 billion (USD),94,162,128,data scientist,Not Specified,Not specified,Google Analytics,128,34
561,Data Engineer,3.2,"Numeric, LLC","King of Prussia, PA","Chadds Ford, PA",1-50,,Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),63,120,91.5,data engineer,Not Specified,Not specified,Python,91.5,
561,Data Engineer,3.2,"Numeric, LLC","King of Prussia, PA","Chadds Ford, PA",1-50,,Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),63,120,91.5,data engineer,Not Specified,Not specified,Spark,91.5,
561,Data Engineer,3.2,"Numeric, LLC","King of Prussia, PA","Chadds Ford, PA",1-50,,Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),63,120,91.5,data engineer,Not Specified,Not specified,AWS,91.5,
561,Data Engineer,3.2,"Numeric, LLC","King of Prussia, PA","Chadds Ford, PA",1-50,,Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),63,120,91.5,data engineer,Not Specified,Not specified,Excel,91.5,
561,Data Engineer,3.2,"Numeric, LLC","King of Prussia, PA","Chadds Ford, PA",1-50,,Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),63,120,91.5,data engineer,Not Specified,Not specified,SQL,91.5,
561,Data Engineer,3.2,"Numeric, LLC","King of Prussia, PA","Chadds Ford, PA",1-50,,Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),63,120,91.5,data engineer,Not Specified,Not specified,Hadoop,91.5,
564,Software Engineer - Data Visualization,4,ClearEdge,"Annapolis Junction, MD","Annapolis Junction, MD",51 - 200,2002,Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),60,127,93.5,na,Not Specified,Master's,Excel,93.5,24
567,Staff Data Engineer,3.8,Sumo Logic,"Austin, TX","Redwood City, CA",501 - 1000,2010,Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,105,194,149.5,data engineer,Not Specified,Master's,Spark,149.5,16
567,Staff Data Engineer,3.8,Sumo Logic,"Austin, TX","Redwood City, CA",501 - 1000,2010,Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,105,194,149.5,data engineer,Not Specified,Master's,AWS,149.5,16
568,Associate Data Engineer,3.5,EAB,"Washington, DC","Washington, DC",1001 - 5000,2007,Private,Research & Development,Business Services,Unknown / Non-Applicable,45,86,65.5,data engineer,Not Specified,Master's,Spark,65.5,19
568,Associate Data Engineer,3.5,EAB,"Washington, DC","Washington, DC",1001 - 5000,2007,Private,Research & Development,Business Services,Unknown / Non-Applicable,45,86,65.5,data engineer,Not Specified,Master's,AWS,65.5,19
568,Associate Data Engineer,3.5,EAB,"Washington, DC","Washington, DC",1001 - 5000,2007,Private,Research & Development,Business Services,Unknown / Non-Applicable,45,86,65.5,data engineer,Not Specified,Master's,Excel,65.5,19
568,Associate Data Engineer,3.5,EAB,"Washington, DC","Washington, DC",1001 - 5000,2007,Private,Research & Development,Business Services,Unknown / Non-Applicable,45,86,65.5,data engineer,Not Specified,Master's,SQL,65.5,19
569,Data Engineer,4.4,SpringML,"Herndon, VA","Pleasanton, CA",1-50,2015,Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,75,143,109,data engineer,Not Specified,Not specified,Python,109,11
569,Data Engineer,4.4,SpringML,"Herndon, VA","Pleasanton, CA",1-50,2015,Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,75,143,109,data engineer,Not Specified,Not specified,Spark,109,11
569,Data Engineer,4.4,SpringML,"Herndon, VA","Pleasanton, CA",1-50,2015,Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,75,143,109,data engineer,Not Specified,Not specified,Hadoop,109,11
571,Staff Data Engineer,3.7,Samsung Research America,"Mountain View, CA","Mountain View, CA",1001 - 5000,1988,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),126,228,177,data engineer,Not Specified,PhD,Python,177,38
571,Staff Data Engineer,3.7,Samsung Research America,"Mountain View, CA","Mountain View, CA",1001 - 5000,1988,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),126,228,177,data engineer,Not Specified,PhD,Spark,177,38
571,Staff Data Engineer,3.7,Samsung Research America,"Mountain View, CA","Mountain View, CA",1001 - 5000,1988,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),126,228,177,data engineer,Not Specified,PhD,AWS,177,38
571,Staff Data Engineer,3.7,Samsung Research America,"Mountain View, CA","Mountain View, CA",1001 - 5000,1988,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),126,228,177,data engineer,Not Specified,PhD,SQL,177,38
571,Staff Data Engineer,3.7,Samsung Research America,"Mountain View, CA","Mountain View, CA",1001 - 5000,1988,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),126,228,177,data engineer,Not Specified,PhD,Hadoop,177,38
571,Staff Data Engineer,3.7,Samsung Research America,"Mountain View, CA","Mountain View, CA",1001 - 5000,1988,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),126,228,177,data engineer,Not Specified,PhD,Flink,177,38
571,Staff Data Engineer,3.7,Samsung Research America,"Mountain View, CA","Mountain View, CA",1001 - 5000,1988,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),126,228,177,data engineer,Not Specified,PhD,MongoDB,177,38
573,Data Scientist,4.7,Systems & Technology Research,"Arlington, VA","Woburn, MA",201 - 500,2010,Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),80,134,107,data scientist,Not Specified,PhD,Python,107,16
573,Data Scientist,4.7,Systems & Technology Research,"Arlington, VA","Woburn, MA",201 - 500,2010,Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),80,134,107,data scientist,Not Specified,PhD,Spark,107,16
573,Data Scientist,4.7,Systems & Technology Research,"Arlington, VA","Woburn, MA",201 - 500,2010,Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),80,134,107,data scientist,Not Specified,PhD,Excel,107,16
573,Data Scientist,4.7,Systems & Technology Research,"Arlington, VA","Woburn, MA",201 - 500,2010,Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),80,134,107,data scientist,Not Specified,PhD,SQL,107,16
573,Data Scientist,4.7,Systems & Technology Research,"Arlington, VA","Woburn, MA",201 - 500,2010,Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),80,134,107,data scientist,Not Specified,PhD,PyTorch,107,16
573,Data Scientist,4.7,Systems & Technology Research,"Arlington, VA","Woburn, MA",201 - 500,2010,Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),80,134,107,data scientist,Not Specified,PhD,Scikit,107,16
573,Data Scientist,4.7,Systems & Technology Research,"Arlington, VA","Woburn, MA",201 - 500,2010,Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),80,134,107,data scientist,Not Specified,PhD,TensorFlow,107,16
573,Data Scientist,4.7,Systems & Technology Research,"Arlington, VA","Woburn, MA",201 - 500,2010,Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),80,134,107,data scientist,Not Specified,PhD,Hadoop,107,16
574,Data Scientist,4.1,Netskope,"Santa Clara, CA","Santa Clara, CA",501 - 1000,2012,Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,120,189,154.5,data scientist,Not Specified,PhD,Python,154.5,14
